season,week,celebrity_name,fan_votes_mean,fan_votes_std,fan_votes_ci_lower,fan_votes_ci_upper,fan_votes_median
1,2,John O'Hurley,5992.891243982742,581.2099663928215,4872.641857819897,7081.779831311992,5995.976692769926
1,2,Kelly Monaco,2995.3931692926817,306.4265486155881,2409.022521820089,3601.395507730063,3002.2426917141433
1,2,Evander Holyfield,4013.321801112389,397.67412373842,3238.66882637252,4791.52071835399,4002.838822674412
1,2,Rachel Hunter,5987.47345223391,613.1173694505045,4729.738305784833,7116.706214511013,5983.929964753387
1,2,Joey McIntyre,4985.548108799773,493.1930133400461,4034.7782462409646,5906.678792399168,5012.925556445623
1,2,Trista Sutter,1992.8418010691043,201.37479380907487,1604.6255670162434,2393.114358426977,1989.6756266062798
1,3,John O'Hurley,5037.191523353066,472.2094409981262,4125.889110459738,5973.475852129959,5043.575540237958
1,3,Kelly Monaco,2990.5199198937166,295.99760935597004,2409.3314438054304,3572.693925932574,2999.6941414579896
1,3,Evander Holyfield,2003.3125480429276,198.93130525418852,1609.3239419913798,2380.8759198572743,2014.1121564541888
1,3,Rachel Hunter,4999.767915411193,486.9513405607496,4012.7124818316584,5894.448244103632,5000.8049951848325
1,3,Joey McIntyre,3992.4715405402117,398.37016932365975,3257.525024993639,4778.819008646147,3983.0809703761684
1,4,John O'Hurley,3017.1812063887814,294.3237652644572,2442.652795065138,3563.580803189925,3027.036738196254
1,4,Kelly Monaco,3992.0645416417915,402.2882639728998,3219.094100023156,4733.628177233428,3965.123897306078
1,4,Rachel Hunter,2011.2888502181218,202.3776654568126,1651.2017995879248,2422.7574534472883,2010.2610974950444
1,4,Joey McIntyre,3989.6036921866694,399.4719918492836,3238.591156149338,4827.71153951239,3975.5691027150924
1,5,John O'Hurley,2986.2675337822316,301.69129683011255,2397.9709920598502,3589.4850011804183,2959.526928273292
1,5,Kelly Monaco,2978.70870300493,303.1649670937822,2352.5288722080313,3595.936601878512,2974.540495965416
1,5,Joey McIntyre,1987.3564360836863,192.0029640565014,1629.2618516835237,2354.0191152491884,1990.7846637169923
1,6,John O'Hurley,2000.2404011152648,194.71089167966633,1609.8722254840022,2358.951775215112,1994.2509599629363
1,6,Kelly Monaco,1986.4377894180234,198.53248796878015,1618.8893955112014,2378.364221318109,1977.9848091462973
2,1,Tatum O'Neal,10027.484387133125,989.9379456484273,8149.777044192979,11906.436749336179,10023.794676708418
2,1,Tia Carrere,5988.761729387752,605.3146198477245,4789.154851872145,7142.760443326022,5984.06625981139
2,1,George Hamilton,4018.9559385932243,385.4997587180383,3250.073855469833,4746.675561500807,4016.7271309681464
2,1,Lisa Rinna,4980.316275776772,493.96508254826944,4072.26027717069,6019.91750925612,4954.721639269995
2,1,Stacy Keibler,7014.9556667380275,687.6022058309599,5754.95099499653,8361.052980017208,6988.159149037751
2,1,Jerry Rice,6037.824783773806,609.9387192220012,4781.8748553875785,7266.707941865351,6020.358189737028
2,1,Giselle Fernandez,9980.14012808887,1017.0853514905446,7903.008359785494,11923.526397752594,10040.985413547372
2,1,Master P,3020.7087487241115,303.08664702615084,2446.097957487793,3587.896226002523,3000.8413520514678
2,1,Drew Lachey,10014.64872023599,986.5531676776476,8125.453774326706,12041.374008246072,10000.266176444511
2,1,Kenny Mayne,1990.461538358504,205.20735714158312,1598.6080953576015,2380.682513096154,1984.7168437912037
2,2,Tatum O'Neal,3004.5438049345194,300.6861105052648,2450.5744533233296,3593.1180580335763,3004.779211313343
2,2,Tia Carrere,6031.097700598405,601.6707386092604,4857.547236543935,7127.492029899093,6009.161274357599
2,2,George Hamilton,4992.713547220865,504.5743092803091,4002.8829417911425,5953.8801112361825,4986.282786859021
2,2,Lisa Rinna,4005.0941719116504,397.8651218635233,3276.272200799398,4839.467521713752,3979.926868508147
2,2,Stacy Keibler,9007.895217335245,928.0074989783199,7206.532644995695,10820.12409945767,9043.382286825692
2,2,Jerry Rice,5979.34723222349,608.4335566916607,4786.13092872308,7200.0355816934725,5964.934054313544
2,2,Giselle Fernandez,7958.786346485667,844.647025088235,6218.970872575201,9546.403169053248,7996.9519401094785
2,2,Master P,3995.962120515655,402.21763998061874,3237.667537213448,4757.6839817866585,4007.2274381771012
2,2,Drew Lachey,9036.832652297631,901.477300996064,7316.7310535722045,10946.314108225526,9045.07333151626
2,3,Tia Carrere,6026.458212805803,573.3014306833257,5033.724034150257,7222.851420757609,6003.852553581402
2,3,George Hamilton,4007.6920256032145,413.1716352239657,3238.331726884537,4860.06146302659,4016.0154286335
2,3,Lisa Rinna,5022.673399260981,491.1241201983326,4114.336701375884,5979.540171851062,5033.272952554082
2,3,Stacy Keibler,7959.9218030570055,829.4161275291742,6332.0396148621985,9462.18546198179,7995.279441315482
2,3,Jerry Rice,3992.814236056409,391.14250992340476,3261.0412100455287,4756.700090879123,3974.807900244261
2,3,Giselle Fernandez,2000.2247857888426,211.16083243335973,1603.8578549112863,2408.0341756148937,1994.6948093134642
2,3,Master P,4974.252540583601,478.181689389045,3995.993363933196,5877.77906579594,5002.502562590391
2,3,Drew Lachey,8000.492824654108,794.2154120617084,6330.970610921964,9551.755312697687,7989.235317234872
2,4,Tia Carrere,4992.080030415191,509.6524181731333,4025.755759254545,6031.072334852701,4980.54020126851
2,4,George Hamilton,2990.219382427663,304.76391570777065,2412.000359160902,3554.9973992223645,2988.8843931568085
2,4,Lisa Rinna,7014.347580322353,687.60543979071,5711.4792311057445,8472.620578921436,6994.7170645756205
2,4,Stacy Keibler,6982.902046929109,728.9322764182515,5552.513763441912,8482.606899746355,6973.323751591814
2,4,Jerry Rice,3979.5065931505105,411.5596262843159,3168.9348111976215,4749.355068628155,3987.205361921224
2,4,Master P,1987.6134921436674,199.96822264202038,1607.529357479644,2372.0808328956423,1985.444005982633
2,4,Drew Lachey,7029.429588567462,684.1346388185171,5684.287477714622,8401.110719289543,7028.473204026539
2,5,Tia Carrere,1998.9022691711457,196.92173618285167,1618.0111101971636,2407.8589207524906,1993.7935559338948
2,5,George Hamilton,3991.62169686545,399.6864604135238,3217.6510418830135,4824.393941156228,3991.8433917084403
2,5,Lisa Rinna,5005.688552050047,495.2387377935016,4038.409874482223,6005.587547321393,5017.498091648229
2,5,Stacy Keibler,5994.384142658526,622.1300868228863,4767.397301808557,7223.341507801135,5981.636539643738
2,5,Jerry Rice,3017.1719069612222,296.4252178156008,2420.922186978822,3596.7262718337843,3004.673428134911
2,5,Drew Lachey,5973.22247485156,594.3478689184633,4762.4173863252445,7079.999725918627,5970.644203713868
2,6,George Hamilton,1998.8387906672865,195.1653352962683,1617.8193822947208,2371.416140179497,1997.7054900046073
2,6,Lisa Rinna,3001.8719803066792,293.7829569192509,2360.0292881816063,3563.686061312248,3009.137092858863
2,6,Stacy Keibler,4981.07745211765,518.8246279177391,3958.4861462869126,5984.214743521008,4983.671172953114
2,6,Jerry Rice,1991.5650928751184,208.67893860827007,1592.1038112067902,2405.1455023054673,1995.0659666215302
2,6,Drew Lachey,5002.651790866099,487.79710019762376,4030.081542158923,5890.986663019261,5007.274594273085
2,7,Lisa Rinna,2000.9759356003974,195.7887693993234,1634.2418265275605,2355.8721394395916,2005.1511779538246
2,7,Stacy Keibler,4010.7128014415375,392.2518421711444,3219.4953602073565,4715.301795669961,4021.6477241614884
2,7,Jerry Rice,3015.637724484245,287.8944485142177,2451.78843131716,3576.541373304703,3016.8249213844083
2,7,Drew Lachey,3991.7606025973587,415.29488718554984,3222.8455394807156,4825.946407143721,3985.3956900920803
2,8,Stacy Keibler,2006.3956126427101,197.1868391683406,1614.5364652876149,2361.9269370835655,2019.5693871306667
2,8,Jerry Rice,2988.9079008527874,304.33563989630477,2441.882527791594,3579.823958043469,2972.4469073796176
2,8,Drew Lachey,3006.281312458476,331.6402170963884,2352.773519676263,3652.224646353356,3014.642152413743
3,1,Harry Hamlin,690434.0313204855,70871.47672433706,546090.0843954593,826661.899691693,689935.3992426218
3,1,Vivica A. Fox,1192189.9982714937,121118.71621247298,971732.2887084994,1426522.8703214207,1190723.2280122736
3,1,Monique Coleman,823607.6680383268,79069.26614980026,652860.7781491824,969736.7246896186,823855.7284060823
3,1,Joey Lawrence,954994.2879698272,88651.07474312634,782011.9712226538,1120928.0120002776,951503.0557924833
3,1,Mario Lopez,1633522.2463022883,155474.07205739885,1344709.4593604233,1926543.336867534,1633690.7848812882
3,1,Emmitt Smith,1611210.8667964202,164193.82700833882,1305173.8326009614,1907389.1647003973,1600853.0765586481
3,1,Shanna Moakler,700309.2123359147,71029.80858679011,561398.6680035914,840454.258171866,699791.8573949714
3,1,Willa Ford,1189305.0992675947,115838.16545247646,968630.4525410507,1414258.0227643794,1192340.872401971
3,1,Sara Evans,445271.8202659924,45201.1161292807,354501.2189326951,528526.7965119919,447214.4903146863
3,1,Jerry Springer,449291.43461145746,44431.18566118674,367456.81940275646,536139.310772734,447302.05124012544
3,1,Tucker Carlson,309697.85897869564,32328.365461773796,244337.75831005446,374020.9700220573,308987.49260921986
3,2,Harry Hamlin,574547.7078566076,60068.31079213539,455909.0766917621,692587.4950660645,575467.8926925072
3,2,Vivica A. Fox,1154453.7240060947,114633.44353383561,934437.892958096,1374940.8167742451,1154426.7135023791
3,2,Monique Coleman,1316351.3756660155,128317.16570124534,1062348.1774826052,1562553.443091468,1325110.8958824214
3,2,Joey Lawrence,1479612.7719099594,155674.29682080564,1168097.8214671384,1766724.747225114,1483359.3279712559
3,2,Mario Lopez,1284259.380549881,127163.34629107825,1027907.8498686933,1541438.1177447115,1282686.7341342424
3,2,Emmitt Smith,1587713.6623475694,157792.4167494249,1297543.8122672746,1917822.3554889597,1580713.5613209952
3,2,Shanna Moakler,442152.11112824874,42994.614136842014,362891.2348088338,527817.0548906145,439517.2834757784
3,2,Willa Ford,1018573.9580136415,97402.77493601623,827168.0202229817,1210587.5864335962,1019076.7030371544
3,2,Sara Evans,576813.8603339432,57508.91046741615,459145.1971079829,687763.7537890929,579661.2343594222
3,2,Jerry Springer,562133.4875342018,55819.23144385682,457189.2653188337,671834.3819485415,557823.6406708697
